Age,EdLevel,Employment,Gender,YearsOfExperience,Status
52,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",Man,33,
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Student,Man,NA,
33,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,12,
39,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Man,10,
32,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,NA,
32,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,10,
31,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,9,
24,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,6,
25,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Student,Man,NA,
22,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,Less than 1 year,
24,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,3,
32,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,14,
28,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",Man,7,
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Not employed, but looking for work",Man,NA,
24,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,
24,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,
37,"Other doctoral degree (Ph.D., Ed.D., etc.)",Retired,Man,NA,
30,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,7,
28,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,6,
28,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",Man,6,
28,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,6,
24,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,10,
48,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,1,
34,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,NA,
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,5,
28,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Woman,4,
40,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,3,
34,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,7,
64,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,40,
37,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,12,
32,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,8,
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,5,
24,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,NA,
54,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,20,
39,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Man,16,
28,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,1,
29,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,7,
30,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,8,
30,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,9,
28,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,7,
26,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Not employed, but looking for work",Man,NA,
27,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,3,
44,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,13,
28,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,6,
20,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Student,Man,NA,
30,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,7,
29,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,5,
29,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,3,
27,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",Man,6,
35,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",Man,10,
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,5,
41,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,17,
49,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",Man,3,
40,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,2,
31,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,
32,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,3,
37,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,
23,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,1,
25,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,4,
35,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,12,
26,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,6,
36,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,13,
40,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,15,
31,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,12,
30,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,6,
24,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,1,
50,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Man,21,
31,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,NA,
28,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,7,
54,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,25,
55,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,10,
31,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Man,10,
25,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",Man,10,
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,
51,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Man,20,
26,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,
43,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,24,
45,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",Man,23,
28,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,6,
36,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,14,
29,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Man,2,
57,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,30,
55,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,34,
38,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,13,
49,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",Man,27,
31,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,6,
35,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,1,
31,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,6,
34,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,11,
26,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,4,
28,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,10,
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,
33,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,10,
21,"Other doctoral degree (Ph.D., Ed.D., etc.)",Student,Man,NA,
41,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,10,
23,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,
36,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,12,
30,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,8,
29,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,6,
34,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Woman,8,
23,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,
26,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,5,
28,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,2,
30,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,"Non-binary, genderqueer, or gender non-conforming",2,
29,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",Man,8,
29,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,6,
26,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,
28,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Woman,1,
29,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,NA,
24,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,1,
50,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Not employed, but looking for work",Man,NA,
28,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,
24,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,
21,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,1,
30,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,5,
29,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,11,
43,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,21,
28,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,6,
38,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Woman,NA,
28,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,
32,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,9,
22,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,
36,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Woman,3,
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,
37,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",Man,14,
28,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,5,
30,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,7,
47,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,21,
35,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,12,
28,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,9,
44,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,15,
28,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,
23,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)","Not employed, but looking for work",Man,NA,
30,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,8,
43,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,13,
39,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,15,
30,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,8,
27,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,3,
24,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,
30,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,5,
53,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,28,
35,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,
28,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Woman,6,
29,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,3,
30,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,17,
42,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,18,
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,5,
26,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Woman,4,
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Student,Man,NA,
26,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Student,Man,NA,
47,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,31,
26,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,4,
37,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,13,
27,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,6,
30,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,
32,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Woman,10,
34,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Man,9,
28,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,7,
33,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,5,
21,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",Man,2,
27,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,5,
33,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,12,
26,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Man,3,
34,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,4,
42,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Man,17,
32,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,6,
29,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,10,
42,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Woman,20,
29,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,6,
47,"Other doctoral degree (Ph.D., Ed.D., etc.)","Independent contractor, freelancer, or self-employed",Man,12,
28,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,4,
33,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Woman,2,
36,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,15,
29,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,4,
21,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,NA,
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,
38,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,13,
23,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,
29,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,"Non-binary, genderqueer, or gender non-conforming",2,
28,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Woman,NA,
31,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,7,
29,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",Man,11,
35,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,12,
24,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,
26,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Woman,5,
47,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Man,20,
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,7,
59,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",Man,45,
32,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,10,
26,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,5,
26,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,1,
34,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Woman,2,
38,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,16,
25,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,3,
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,5,
30,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,10,
30,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,5,
31,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,6,
24,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,3,
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,5,
39,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,18,
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,5,
39,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,13,
36,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,8,
37,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,13,
35,"Other doctoral degree (Ph.D., Ed.D., etc.)","Independent contractor, freelancer, or self-employed",Man,15,
26,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,4,
33,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,10,
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,1,
40,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,11,
28,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,3,
50,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Man,20,
33,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,
30,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,8,
39,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,20,
23,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,
27,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,1,
44,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Woman,19,
26,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,4,
26,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,4,
24,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,3,
26,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,
31,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,1,
24,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Student,Man,NA,
31,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Woman,5,
30,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,9,
37,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,14,
28,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Woman,7,
33,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Man,8,
40,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,13,
39,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,20,
31,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,8,
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,
30,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Woman,3,
29,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,9,
23,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,
21,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Student,Man,NA,
